,index,coordinates,codeInsee,nom,adresse_ligne01,adresse_ligne02,adresse_ligne03,adresse_code_postal,adresse_commune,adresse_coordonnees,telephone,e_mail,url,zonage_commune
1020,permanence_juridique-83091-01,"[6.14467, 43.227055]",83091,Point-justice - Réseau d'accès au droit de Pierrefeu-du-Var,place Urbain Sénès,,,83390,PIERREFEU DU VAR,"[6.14467, 43.227055]",04 94 13 53 13,,,['83091 Pierrefeu-du-Var']
1021,permanence_juridique-83129-01,"[5.842489, 43.091835]",83129,Point-justice - relais d'accès au droit  Centre communal d'action sociale de Six Fours,32 avenue Joseph Raynaud,,,83140,SIX FOURS LES PLAGES,"[5.842489, 43.091835]",04 94 34 94 50,,,['83129 Six-Fours-les-Plages']
1022,permanence_juridique-83104-01,"[5.767469, 43.617614]",83104,Point-justice - relais d'accès au droit  Maison de service au public de Rians,chemin de l'Umédée,,,83560,RIANS,"[5.767469, 43.617614]",04 94 78 53 27,,,['83104 Rians']
1023,permanence_juridique-83054-01,"[6.043036, 43.167309]",83054,Point-justice - relais d'accès au droit Centre communal d'action sociale de la Farlède,140 place de la Liberté,,,83210,LA FARLEDE,"[6.043036, 43.167309]",04 94 27 85 84,,,['83054 La Farlède']
1024,permanence_juridique-83062-01,"[6.009808, 43.123768]",83062,Point-justice - relais d'accès au droit Maison des séniors et des familles de la Garde,8 rue Jean Baptiste Lavene,,,83130,LA GARDE,"[6.009808, 43.123768]",04 98 01 15 10,,,['83062 La Garde']
1025,permanence_juridique-83019-01,"[6.335955, 43.144113]",83019,Point-justice - relais d'accès au droit  Centre communal d'action sociale de Bormes-les-Mimosas,197 boulevard du Mont des Roses,,,83230,BORMES LES MIMOSAS,"[6.335955, 43.144113]",04 94 01 58 66,,,['83019 Bormes-les-Mimosas']
1026,permanence_juridique-97413-01,"[55.286717, -21.168019]",97413,Point-justice - Point d'accès au droit de Saint-Leu,"N°3, rue du Comandant Henri Legros",,,97436,ST LEU,"[55.286717, -21.168019]",02 62 34 70 85,,,['97413 Saint-Leu']
1027,permanence_juridique-97408-01,"[55.330851, -20.961971]",97408,Point-justice - Point d'accès au droit de la Possession,"29, place de la ville de Foshan – les Frontons – ZAC St Laurent",,,97419,LA POSSESSION,"[55.330851, -20.961971]",02 62 32 75 82,,,['97408 La Possession']
1028,permanence_juridique-97418-01,"[55.571083, -20.902219]",97418,Point-justice - Point d'accès au droit de Sainte-Marie,"15, rue du 20 décembre - Immeuble Zatte mangue",,,97438,STE MARIE,"[55.571083, -20.902219]",02 62 72 10 14,,,['97418 Sainte-Marie']
1029,permanence_juridique-97420-01,"[55.599977, -20.905002]",97420,Point-justice - Point d'accès au droit de Sainte-Suzanne,"1, rue Isnelle Amelin 1er étage",,,97441,STE SUZANNE,"[55.599977, -20.905002]",02 62 52 35 23,,,['97420 Sainte-Suzanne']
1030,permanence_juridique-97423-01,"[55.295111, -21.105686]",97423,Point-justice - Point d'accès au droit de Trois-Bassins,"2, rue du Général De Gaulle",,,97426,TROIS BASSINS,"[55.295111, -21.105686]",02 62 24 80 03,,,['97423 Les Trois-Bassins']
1031,permanence_juridique-97412-01,"[55.619168, -21.378532]",97412,Point-justice - Point d'accès au droit de Saint-Joseph,"277, rue Raphaël Babet",,,97480,ST JOSEPH,"[55.619168, -21.378532]",02 62 56 18 56,,,['97412 Saint-Joseph']
1032,permanence_juridique-05184-01,"[5.943862, 44.452555]",05184,Point-justice - Point d'accès au droit de la maison du droit de Vitrolles,"Batiment La Ginistière, quartier les Plantiers",,,13127,VITROLLES,"[5.943862, 44.452555]",04 42 89 03 31,,,['05184 Vitrolles']
1033,permanence_juridique-05061-01,"[6.080889, 44.562919]",05061,Point-justice - Point d'accès au droit de Gap,"Maison Pommier - Parking de Bonne, rue des jardins",,,05000,GAP,"[6.080889, 44.562919]",04 92 52 10 27,,,['05061 Gap']
1034,permanence_juridique-13067-01,"[5.039882, 43.790316]",13067,Point-justice - relais d'accès au droit du centre communal d'action sociale d'Orgon,place de la liberté,,,13660,ORGON,"[5.039882, 43.790316]",04 90 73 00 01,,,['13067 Orgon']
1035,permanence_juridique-13077-02,"[4.984197, 43.406355]",13077,Point-justice - France services,rue Charles Nedelec,,,13110,PORT DE BOUC,"[4.984197, 43.406355]",04 42 40 65 12,,,['13077 Port-de-Bouc']
1036,permanence_juridique-13005-01,"[5.569155, 43.292209]",13005,Point-justice - relais d'accès au droit pôle Seniors Aubagne,1 boulevard Jean Jaures,,,13400,AUBAGNE,"[5.569155, 43.292209]",04 42 18 19 05,,,['13005 Aubagne']
1037,permanence_juridique-13201-01,"[5.384045, 43.299202]",13201,Point-justice - relais d'accès au droit du bureau municipal de proximité Canebiere de Marseille,57 allée léon Gammbetta,,,13001,MARSEILLE,"[5.384045, 43.299202]",0810 81 38 13,,,['13201 Marseille 1er Arrondissement']
1038,permanence_juridique-13047-01,"[4.982396, 43.501972]",13047,Point-justice - Point d'accès au droit du centre educatif et culturel Les Heures Claires - Istres,2 chemin de la Combe aux fées,,,13800,ISTRES,"[4.982396, 43.501972]",04 13 29 56 20,,,['13047 Istres']
1039,permanence_juridique-13033-01,"[5.197217, 43.33747]",13033,Point-justice - relais d'accès au droit du centre communal d'action sociale d'Ensues la Redonne,15 avenue Général Monsabert,,,13820,ENSUES LA REDONNE,"[5.197217, 43.33747]",04 42 44 88 92,,,['13033 Ensuès-la-Redonne']
1040,permanence_juridique-13073-01,"[5.577878, 43.384422]",13073,Point-justice - relais d'accès au droit de l'Hotel de Ville Peypin,rue Colet (1er étage),,,13124,PEYPIN,"[5.577878, 43.384422]",04 42 82 55 55,,,['13073 Peypin']
1041,permanence_juridique-13028-01,"[5.609319, 43.177438]",13028,Point-justice - Point d'accès au droit de la Ciotat,167 boulevard Jean Jaurés,,,13600,LA CIOTAT,"[5.609319, 43.177438]",04 96 18 54 17,,,['13028 La Ciotat']
1042,permanence_juridique-13021-01,"[5.150827, 43.329593]",13021,Point-justice - relais d'accès au droit du centre communal d'action sociale de Carry le Rouet,"Hotel de Ville, boulevard des Moulins",,,13620,CARRY LE ROUET,"[5.150827, 43.329593]",04 42 13 25 27,,,['13021 Carry-le-Rouet']
1043,permanence_juridique-13039-01,"[4.937221, 43.450623]",13039,Point-justice - relais d'accès au droit du centre communal d'action sociale de Fos-sur-Mer,"Maison de Fos, Carrefour des Vallins",,,13270,FOS SUR MER,"[4.937221, 43.450623]",04 42 47 71 00,,,['13039 Fos-sur-Mer']
1044,permanence_juridique-13001-01,"[5.412631, 43.532221]",13001,Point-justice - relais d'accès au droit centre social les amandiers d'Aix en Provence,8 allée des amandiers,,,13090,AIX EN PROVENCE,"[5.412631, 43.532221]",04 42 20 83 20,,,['13001 Aix-en-Provence']
1045,permanence_juridique-13002-01,"[5.483471, 43.339123]",13002,Point-justice - relais d'accès au droit maison du citoyen et de la solidarité d'Allauch,355 avenue du général de Gaulle,,,13190,ALLAUCH,"[5.483471, 43.339123]",04 91 10 44 30,,,['13002 Allauch']
1046,permanence_juridique-13026-01,"[5.163067, 43.381729]",13026,Point-justice - relais d'accès au droit du centre social Maison pour tous de Chateauneuf-Les-Martigues,rue du vieux moulin,,,13220,CHATEAUNEUF LES MARTIGUES,"[5.163067, 43.381729]",04 42 79 84 50,,,['13026 Châteauneuf-les-Martigues']
1047,permanence_juridique-13041-01,"[5.466816, 43.45077]",13041,Point-justice - Point d'accès au droit de la Maison du droit et de la Citoyenneté de Gardanne,146 avenue Mistral,,,13120,GARDANNE,"[5.466816, 43.45077]",04 42 12 67 15,,,['13041 Gardanne']
1048,permanence_juridique-13106-01,"[5.362772, 43.39585]",13106,Point-justice - relais d'accès au droit de l'Hotel de Ville de Septèmes les Vallons,place Didier Tramoni,,,13240,SEPTEMES LES VALLONS,"[5.362772, 43.39585]",04 91 96 31 00,,,['13106 Septèmes-les-Vallons']
1049,permanence_juridique-13201-02,"[5.377955, 43.294992]",13201,Point-justice - relais d'accès au droit de la mission locale antenne vieux port de Marseille,19 rue vacon,,,13001,MARSEILLE,"[5.377955, 43.294992]",04 96 17 46 70,,,['13201 Marseille 1er Arrondissement']
1050,permanence_juridique-13080-01,"[5.434562, 43.663218]",13080,Point-justice - relais d'accès au droit du centre communal d'action sociale de Le Puy Sainte Réparade,24 boulevard des écoles,,,13610,LE PUY STE REPARADE,"[5.434562, 43.663218]",04 42 61 89 72,,,['13080 Le Puy-Sainte-Réparade']
1051,permanence_juridique-13063-01,"[5.009011, 43.59281]",13063,Point-justice - Point d'accès au droit de la Maison du droit  de Miramas,place des Vents provençaux,,,13140,MIRAMAS,"[5.009011, 43.59281]",04 90 50 30 96,,,['13063 Miramas']
1052,permanence_juridique-13201-03,"[5.382207, 43.297829]",13201,Point-justice - relais d'accès au droit du centre régional d'information jeunesse de Marseille,96 la Canebière,,,13001,MARSEILLE,"[5.382207, 43.297829]",04 91 24 33 50,,,['13201 Marseille 1er Arrondissement']
1053,permanence_juridique-13075-01,"[5.462463, 43.345076]",13075,Point-justice - relais d'accès au droit du centre communal d'action sociale de Plan de Cuques,allée Plein sud,,,13380,PLAN DE CUQUES,"[5.462463, 43.345076]",04 91 10 42 00,,,['13075 Plan-de-Cuques']
1054,permanence_juridique-13027-01,"[4.868723, 43.885424]",13027,Point-justice - relais d'accès au droit Alp'ages coordination de Chateaurenard,2 allée Josime Martin,,,13160,CHATEAURENARD,"[4.868723, 43.885424]",0800 88 17 12,,,['13027 Châteaurenard']
1055,permanence_juridique-13214-01,"[5.390592, 43.346361]",13214,Point-justice - relais d'accès au droit bureau municipal de proximité Le Merlan de Marseille,Centre urbain carrefour,,,13014,MARSEILLE,"[5.390592, 43.346361]",0810 81 38 13,,,['13214 Marseille 14e Arrondissement']
1056,permanence_juridique-13071-01,"[5.344466, 43.389738]",13071,Point-justice - Point d'accès au droit de la Mission locale plateforme emploi et juridique - Les Pennes Mireabeau,"place victorin-Isnard, avenue François Mitterrand",,,13170,LES PENNES MIRABEAU,"[5.344466, 43.389738]",04 91 67 17 88,,,['13071 Les Pennes-Mirabeau']
1057,permanence_juridique-13110-01,"[5.684245, 43.447821]",13110,Point-justice - relais d'accès au droit du centre communal d'action sociale de Trets,"Mairie Annexe, 2 avenue Mirabeau",,,13530,TRETS,"[5.684245, 43.447821]",04 42 61 23 80,,,['13110 Trets']
1058,permanence_juridique-13001-03,"[5.447897, 43.529904]",13001,Point-justice - relais d'accès au droit maison de l'avocat d'Aix en Provence,"place de Verdun, Bibliothèque de l'ordre",,,13090,AIX EN PROVENCE,"[5.447897, 43.529904]",04 42 21 72 49,,,['13001 Aix-en-Provence']
1059,permanence_juridique-13001-04,"[5.447897, 43.529904]",13001,Point-justice - relais d'accès au droit maison de l'avocat d'Aix en Provence,"place de Verdun, Bibliothèque de l'ordre",,,13090,AIX EN PROVENCE,"[5.447897, 43.529904]",04 42 21 72 49,,,['13001 Aix-en-Provence']
1060,permanence_juridique-13040-01,"[5.561924, 43.453741]",13040,Point-justice - relais d'accès au droit de la Maison de l'emploi de Fuveau,26 boulevard Emile Loubet,,,13710,FUVEAU,"[5.561924, 43.453741]",04 42 65 65 55,,,['13040 Fuveau']
1061,permanence_juridique-13070-01,"[5.514165, 43.284196]",13070,Point-justice - relais d'accès au droit de l'hotel de Ville La penne sur huveaune,boulevard de la Gare,,,13821,LA PENNE SUR HUVEAUNE,"[5.514165, 43.284196]",04 91 88 44 00,,,['13070 La Penne-sur-Huveaune']
1062,permanence_juridique-13104-01,"[5.099231, 43.331302]",13104,Point-justice - relais d'accès au droit de l'Hotel de Ville de Sausset les Pins,"Hotel de Ville salle des permanences, place des droits de l'Homme",,,13960,SAUSSET LES PINS,"[5.099231, 43.331302]",04 42 44 51 51,,,['13104 Sausset-les-Pins']
1063,permanence_juridique-13206-01,"[5.376398, 43.29126]",13206,Point-justice - relais d'accès au droit de la Maison de l'avocat de Marseille,56 rue Montgrand,,,13006,MARSEILLE,"[5.376398, 43.29126]",04 91 15 31 00,,,['13206 Marseille 6e Arrondissement']
1064,permanence_juridique-13081-01,"[5.232171, 43.487581]",13081,Point-justice - relais d'accès au droit du centre social de Rognac,avenue Saint Eloi,,,13340,ROGNAC,"[5.232171, 43.487581]",04 42 87 75 70,,,['13081 Rognac']
1065,permanence_juridique-13077-01,"[4.984197, 43.406355]",13077,Point-justice - relais d'accès au droit de la maison des services au Public de Port de Bouc,rue Charles Nédelec,,,13110,PORT DE BOUC,"[4.984197, 43.406355]",04 42 40 65 12,,,['13077 Port-de-Bouc']
1066,permanence_juridique-13203-01,"[5.371474, 43.307932]",13203,Point-justice - relais d'accès au droit du bureau municipal de proximité Desiree Clary de Marseille,54 boulevard de Paris,,,13003,MARSEILLE,"[5.371474, 43.307932]",0810 81 38 13,,,['13203 Marseille 3e Arrondissement']
1067,permanence_juridique-13078-02,"[4.801791, 43.3873]",13078,Point-justice - France services,4 rue Jean Rouget,,,13230,PORT ST LOUIS,"[4.801791, 43.3873]",04 42 86 37 97,,,['13078 Port-Saint-Louis-du-Rhône']
1068,permanence_juridique-13001-02,"[5.433515, 43.52346]",13001,Point-justice - relais d'accès au droit centre communal d'action sociale Encagnane Aix-en-Provence,"Immeuble le Ligoures, place Romée de Villeneuve",,,13090,AIX EN PROVENCE,"[5.433515, 43.52346]",04 42 17 99 22,,,['13001 Aix-en-Provence']
1069,permanence_juridique-13056-01,"[5.056736, 43.399384]",13056,Point-justice - relais d'accès au droit du centre social Jonquières de Martigues,place du 8 mai 1945,,,13500,MARTIGUES,"[5.056736, 43.399384]",04 42 07 06 01,,,['13056 Martigues']
1070,permanence_juridique-13216-01,"[5.337818, 43.357333]",13216,Point-justice - relais d'accès au droit de la mission locale antenne nord littoral 15 16 de Marseille,"Immeuble Grand écran, 15 avenue André Roussin",,,13016,MARSEILLE,"[5.337818, 43.357333]",04 96 15 33 70,,,['13216 Marseille 16e Arrondissement']
1071,permanence_juridique-13037-01,"[5.194506, 43.55092]",13037,Point-justice - relais d'accès au droit de l'hotel de Ville La Fare les Oliviers,place camille Pelletan,,,13580,LA FARE LES OLIVIERS,"[5.194506, 43.55092]",04 90 45 46 00,,,['13037 La Fare-les-Oliviers']
1072,permanence_juridique-13027-02,"[4.854012, 43.88187]",13027,Point-justice - relais d'accès au droit de la Maison des services de Chateaurenard,place Voltaire,,,13160,CHATEAURENARD,"[4.854012, 43.88187]",04 90 24 35 35,,,['13027 Châteaurenard']
1073,permanence_juridique-13206-02,"[5.376398, 43.29126]",13206,Point-justice - relais d'accès au droit de la Maison de l'avocat de Marseille,56 rue Montgrand,,,13006,MARSEILLE,"[5.376398, 43.29126]",04 91 15 31 00,,,['13206 Marseille 6e Arrondissement']
1074,permanence_juridique-13085-01,"[5.591641, 43.247523]",13085,Point-justice - relais d'accès au droit de la mairie du centre médico social de Roquefort la Bédoule,place de la libération,,,13830,ROQUEFORT LA BEDOULE,"[5.591641, 43.247523]",04 42 73 21 12,,,['13085 Roquefort-la-Bédoule']
1075,permanence_juridique-13015-01,"[5.414522, 43.458958]",13015,Point-justice - Point d'accès au droit de la maison intercommunale du droit et du citoyen de Bouc-bel Air,"quartier Gratiane, rue Frédéric Chopin",,,13320,BOUC BEL AIR,"[5.414522, 43.458958]",04 42 22 93 08,,,['13015 Bouc-Bel-Air']
1076,permanence_juridique-13027-03,"[4.859186, 43.885357]",13027,Point-justice - France services,boulevard de la Libération Espace Antigua,,,13160,CHATEAURENARD,"[4.859186, 43.885357]",04 93 72 68 39,,,['13027 Châteaurenard']
1077,permanence_juridique-13206-03,"[5.37384, 43.291025]",13206,Point-justice - relais d'accès au droit duTribunal judiciaire de Marseille,6 rue Joseph Autran,,,13006,MARSEILLE,"[5.37384, 43.291025]",04 91 15 50 50,,,['13206 Marseille 6e Arrondissement']
1078,permanence_juridique-13007-01,"[5.634269, 43.3694]",13007,Point-justice - relais d'accès au droit de l'Hotel de Ville dAuriol,place de la Libération - Cour de la Mairie,,,13390,AURIOL,"[5.634269, 43.3694]",04 42 04 70 06,,,['13007 Auriol']
1079,permanence_juridique-13202-01,"[5.368855, 43.297081]",13202,Point-justice - France services,11 - 13 rue Caisserie,,,13002,MARSEILLE,"[5.368855, 43.297081]",04 91 13 21 91,,,['13202 Marseille 2e Arrondissement']
1080,permanence_juridique-13112-01,"[5.254445, 43.53107]",13112,Point-justice - relais d'accès au droit du centre communal d'action sociale de Velaux,"Hotel de Ville, 997 avenue Jean Moulin",,,13880,VELAUX,"[5.254445, 43.53107]",04 42 87 73 77,,,['13112 Velaux']
1081,permanence_juridique-13078-01,"[4.802012, 43.389337]",13078,Point-justice - Point d'accès au droit de l'espace du citoyen de Port Saint Louis du Rhone,39 avenue du Port,,,13230,PORT ST LOUIS DU RHONE,"[4.802012, 43.389337]",04 42 86 37 97,,,['13078 Port-Saint-Louis-du-Rhône']
1082,permanence_juridique-13210-01,"[5.417157, 43.27659]",13210,Point-justice - relais d'accès au droit du bureau municipal de proximité Pont de Vivaux de Marseille,37 rue François Mauriac,,,13010,MARSEILLE,"[5.417157, 43.27659]",0810 81 38 13,,,['13210 Marseille 10e Arrondissement']
1083,permanence_juridique-13097-01,"[4.815324, 43.641355]",13097,Point-justice - Point d'accès au droit de la maison du citoyen de Saint Martin de Crau,avenue César Bernaudon,,,13310,ST MARTIN DE CRAU,"[4.815324, 43.641355]",04 90 47 95 68,,,['13097 Saint-Martin-de-Crau']
1084,permanence_juridique-13022-01,"[5.539155, 43.214903]",13022,Point-justice - relais d'accès au droit du centre communal d'action sociale de Cassis,10 rue Adolphe Thiers,,,13260,CASSIS,"[5.539155, 43.214903]",04 42 18 36 87,,,['13022 Cassis']
1085,permanence_juridique-53078-01,"[-0.625484, 47.796729]",53078,Point-justice - Point d'accès au droit Centre Intercommunal d’action sociale Château Gontier Bazouge,"Mairie annexe, place des halles",,,53200,CHATEAU GONTIER BAZOUGE,"[-0.625484, 47.796729]",02 43 09 55 80,,,['53078 Coudray']
1086,permanence_juridique-53152-01,"[-0.542287, 47.949239]",53152,Point-justice - France services,1 Voie de la Guiternière,,,53170,MESLAY DU MAINE,"[-0.542287, 47.949239]",02 43 64 24 06,,,['53152 Meslay-du-Maine']
1087,permanence_juridique-53130-04,"[-0.773671, 48.069416]",53130,Point-justice - Point d'accès au droit du Palais de justice de Laval,"Palais de justice, 13 place saint Tugal",,,53000,LAVAL,"[-0.773671, 48.069416]",02 43 49 57 00,,,['53130 Laval']
1088,permanence_juridique-53130-03,"[-0.785389, 48.077333]",53130,Point-justice - relais d’accès au droit permanence contrat de ville Laval,"Bâtiment Laval emploi, 1 place du Général Férrié",,,53000,LAVAL,"[-0.785389, 48.077333]",02 43 49 86 60,,,['53130 Laval']
1089,permanence_juridique-53271-01,"[-0.281197, 48.339399]",53271,Point-justice - France services,17 boulevard du Général de Gaulle,,,53700,VILAINES LA JUHEL,"[-0.281197, 48.339399]",02 43 30 13 13,,,['53271 Villaines-la-Juhel']
1090,permanence_juridique-53107-01,"[-0.81299, 48.41176]",53107,Point-justice - France services,place de la Mairie,,,53120,GORRON,"[-0.81299, 48.41176]",02 43 30 10 58,,,['53107 Gorron']
1091,permanence_juridique-53130-01,"[-0.772275, 48.065954]",53130,Point-justice - relais d’accès au droit Centre Communal d’action sociale Laval,10 place de Hercé,,,53000,LAVAL,"[-0.772275, 48.065954]",02 43 49 47 25,,,['53130 Laval']
1092,permanence_juridique-53003-01,"[-0.629826, 48.403482]",53003,Point-justice - France services,6 place du Château,,,53300,AMBRIERES LES VALLEES,"[-0.629826, 48.403482]",02 43 08 01 79,,,['53003 Ambrières-les-Vallées']
1093,permanence_juridique-53084-01,"[-0.955688, 47.849499]",53084,Point-justice - France services,29 rue de la Libération,,,53400,CRAON,"[-0.955688, 47.849499]",02 43 09 09 65,,,['53084 Craon']
1094,permanence_juridique-53096-01,"[-0.936352, 48.294515]",53096,Point-justice - France services,Parc d'activités de la Querminais BP 28,,,53500,ERNEE,"[-0.936352, 48.294515]",02 43 05 46 31,,,['53096 Ernée']
1095,permanence_juridique-53097-01,"[-0.400429, 48.156544]",53097,"Point-justice - Point  d’accès au droit
 des Coevrons",MSAP,6 rue de Hertford,,53600,EVRON,"[-0.400429, 48.156544]",02 43 01 78 03,,,['53097 Évron']
1096,permanence_juridique-53147-01,"[-0.620892, 48.3063]",53147,Point-justice - Point d'accès au droit Centre Communal d’action sociale Mayenne,"Mairie de Mayenne, 10 rue de Verdun",,,53100,MAYENNE,"[-0.620892, 48.3063]",02 43 30 21 35,,,['53147 Mayenne']
1097,permanence_juridique-53185-01,"[-0.191571, 48.482395]",53185,Point-justice - France services,1 rue de la Corniche de Pail,,,53140,PRE EN PAIL ST SAMSON,"[-0.191571, 48.482395]",02 43 30 11 11,,,['53185 Pré-en-Pail']
1098,permanence_juridique-53137-01,"[-0.930944, 48.070051]",53137,Point-justice - France services,"Maison de Pays, Zone d'activité La Chapelle du Chêne",,,53320,LOIRON RUILLE,"[-0.930944, 48.070051]",02 43 02 19 31,,,['53137 Loiron']
